id,Provider.ID,Hospital.Name,Location,Measure.Response.OP_17,Measure.Response.SM_PART_NURSE,Measure.Response.OP_25,Measure.Response.SM_PART_STROKE,Measure.Response.SM_PART_CARD,Measure.Response.OP_12,Measure.Response.SM_PART_GEN_SURG,Measure.Response.ACS_REGISTRY,DRG.Definition,Provider.Name,Provider.Street.Address,Provider.City,Provider.State,Provider.Zip.Code,Hospital.Referral.Region.Description,Total.Discharges,Average.Covered.Charges,Average.Total.Payments,Average.Medicare.Payments
617,110016,WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD
LAGRANGE, GA 30240
(33.03202404600006, -85.05583101099995)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,GA - Atlanta,11,"$50,930.45 ","$16,740.90 ","$15,717.63 "
645,110016,WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD
LAGRANGE, GA 30240
(33.03202404600006, -85.05583101099995)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,GA - Atlanta,56,"$47,462.82 ","$12,481.01 ","$10,571.01 "
651,110016,WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD
LAGRANGE, GA 30240
(33.03202404600006, -85.05583101099995)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,GA - Atlanta,27,"$39,440.22 ","$16,752.85 ","$12,114.96 "
652,110016,WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD
LAGRANGE, GA 30240
(33.03202404600006, -85.05583101099995)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,GA - Atlanta,12,"$39,835.16 ","$15,602.00 ","$14,672.00 "
666,110016,WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD
LAGRANGE, GA 30240
(33.03202404600006, -85.05583101099995)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,GA - Atlanta,11,"$35,102.72 ","$9,692.45 ","$8,983.72 "
676,110016,WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD
LAGRANGE, GA 30240
(33.03202404600006, -85.05583101099995)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,GA - Atlanta,14,"$36,760.64 ","$17,864.00 ","$15,935.85 "
693,110018,NEWTON MEDICAL CENTER,"5126 HOSPITAL DRIVE NE
COVINGTON, GA 30014
(33.602141182000025, -83.84856116199995)",Yes,Y,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NEWTON MEDICAL CENTER,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,GA - Atlanta,11,"$39,740.72 ","$14,719.90 ","$13,696.63 "
747,110023,GORDON HOSPITAL,"1035 RED BUD ROAD
CALHOUN, GA 30701
(34.51188330700006, -84.92556140899995)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30701,GA - Rome,11,"$55,409.63 ","$15,227.09 ","$14,409.63 "
801,110024,CANDLER HOSPITAL,"5353 REYNOLDS STREET
SAVANNAH, GA 31412
(32.02767576600007, -81.10166466099997)",Yes,Y,Yes,Y,Y,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,GA - Savannah,22,"$35,815.54 ","$10,310.27 ","$9,289.90 "
803,110024,CANDLER HOSPITAL,"5353 REYNOLDS STREET
SAVANNAH, GA 31412
(32.02767576600007, -81.10166466099997)",Yes,Y,Yes,Y,Y,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,GA - Savannah,22,"$55,125.95 ","$15,603.54 ","$14,634.63 "
815,110024,CANDLER HOSPITAL,"5353 REYNOLDS STREET
SAVANNAH, GA 31412
(32.02767576600007, -81.10166466099997)",Yes,Y,Yes,Y,Y,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,GA - Savannah,15,"$26,177.26 ","$7,100.26 ","$5,715.80 "
823,110024,CANDLER HOSPITAL,"5353 REYNOLDS STREET
SAVANNAH, GA 31412
(32.02767576600007, -81.10166466099997)",Yes,Y,Yes,Y,Y,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,GA - Savannah,33,"$154,793.21 ","$37,216.87 ","$36,356.81 "
837,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,13,"$51,328.00 ","$22,923.46 ","$22,060.07 "
864,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,22,"$51,702.72 ","$22,279.50 ","$20,482.72 "
867,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,19,"$37,937.94 ","$15,873.31 ","$12,810.00 "
869,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,29,"$39,783.89 ","$16,541.55 ","$12,628.65 "
872,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,16,"$90,010.43 ","$41,880.43 ","$41,037.43 "
873,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,20,"$23,750.90 ","$8,700.00 ","$7,742.60 "
880,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,14,"$39,783.00 ","$12,642.07 ","$11,595.50 "
884,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,15,"$29,603.66 ","$12,010.93 ","$11,107.46 "
893,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,13,"$44,209.46 ","$18,843.84 ","$18,062.61 "
898,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,18,"$38,989.00 ","$20,650.88 ","$16,879.55 "
906,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA 31520
(31.173855565000054, -81.48490346799997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,20,"$51,527.75 ","$19,712.15 ","$18,979.55 "
945,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,60,"$68,076.08 ","$20,022.78 ","$17,238.66 "
947,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,93,"$41,080.03 ","$10,925.08 ","$9,434.94 "
953,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,26,"$88,835.88 ","$31,970.73 ","$31,235.53 "
961,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,217,"$48,087.41 ","$12,286.22 ","$10,489.76 "
972,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,74,"$84,560.82 ","$20,269.14 ","$19,421.50 "
980,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,20,"$52,090.15 ","$11,092.60 ","$10,473.20 "
985,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,40,"$64,049.05 ","$19,761.72 ","$18,092.10 "
986,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,58,"$64,229.34 ","$18,227.13 ","$14,907.58 "
995,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,14,"$27,983.07 ","$7,103.42 ","$6,063.71 "
1016,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,36,"$46,325.19 ","$12,464.05 ","$11,034.50 "
1021,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,41,"$36,517.60 ","$11,235.46 ","$8,976.63 "
1027,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,15,"$38,411.06 ","$11,473.73 ","$8,810.66 "
1031,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,68,"$42,963.26 ","$15,574.41 ","$14,219.39 "
1038,110028,UNIVERSITY HOSPITAL,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.47343476100008, -81.98248109299999)",Yes,Y,Yes,Y,Y,Yes,N,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,36,"$64,552.75 ","$17,538.61 ","$14,281.66 "
1044,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,33,"$108,984.12 ","$32,601.72 ","$29,049.21 "
1056,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,46,"$82,080.65 ","$23,012.10 ","$16,027.19 "
1062,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,36,"$43,480.75 ","$11,161.77 ","$7,774.22 "
1067,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,252 - OTHER VASCULAR PROCEDURES W MCC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,56,"$63,228.30 ","$19,491.39 ","$18,363.66 "
1074,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,27,"$26,426.29 ","$7,232.11 ","$5,930.37 "
1085,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,30,"$48,332.00 ","$12,772.13 ","$10,898.66 "
1087,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,27,"$54,741.07 ","$11,321.81 ","$9,605.85 "
1091,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,72,"$88,335.19 ","$20,268.98 ","$16,838.40 "
1093,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,253 - OTHER VASCULAR PROCEDURES W CC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,59,"$59,467.55 ","$15,428.18 ","$14,168.66 "
1097,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,25,"$37,664.48 ","$10,204.12 ","$9,128.92 "
1099,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,42,"$56,554.69 ","$11,722.61 ","$9,873.85 "
1103,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,132,"$61,109.60 ","$12,674.75 ","$10,522.68 "
1104,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,40,"$65,966.05 ","$16,411.92 ","$14,642.10 "
1124,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA 30501
(34.30236786200004, -83.81873665199998)",Yes,Y,Yes,Y,Y,Yes,Y,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,55,"$54,187.50 ","$15,193.30 ","$13,400.72 "
1138,110030,CARTERSVILLE MEDICAL CENTER,"960 JOE FRANK HARRIS PARKWAY
CARTERSVILLE, GA 30120
(34.19930455600007, -84.79394239099997)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,GA - Atlanta,11,"$189,137.90 ","$31,310.36 ","$30,592.90 "
1150,110030,CARTERSVILLE MEDICAL CENTER,"960 JOE FRANK HARRIS PARKWAY
CARTERSVILLE, GA 30120
(34.19930455600007, -84.79394239099997)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,GA - Atlanta,11,"$52,416.18 ","$7,116.18 ","$6,095.81 "
1167,110030,CARTERSVILLE MEDICAL CENTER,"960 JOE FRANK HARRIS PARKWAY
CARTERSVILLE, GA 30120
(34.19930455600007, -84.79394239099997)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,GA - Atlanta,24,"$97,677.45 ","$16,245.00 ","$14,268.08 "
1170,110030,CARTERSVILLE MEDICAL CENTER,"960 JOE FRANK HARRIS PARKWAY
CARTERSVILLE, GA 30120
(34.19930455600007, -84.79394239099997)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,GA - Atlanta,11,"$76,282.27 ","$15,701.90 ","$9,915.63 "
1178,110030,CARTERSVILLE MEDICAL CENTER,"960 JOE FRANK HARRIS PARKWAY
CARTERSVILLE, GA 30120
(34.19930455600007, -84.79394239099997)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,GA - Atlanta,20,"$125,925.70 ","$18,411.20 ","$12,923.75 "
1187,110030,CARTERSVILLE MEDICAL CENTER,"960 JOE FRANK HARRIS PARKWAY
CARTERSVILLE, GA 30120
(34.19930455600007, -84.79394239099997)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,GA - Atlanta,16,"$114,043.62 ","$18,129.00 ","$17,322.37 "
1195,110031,SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET
GRIFFIN, GA 30223
(33.25799294600006, -84.26522811499996)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,21,"$44,843.52 ","$8,118.23 ","$5,724.90 "
